date,price
2012-12-13,2614.024193548387
2012-12-14,2611.9845161290323
2012-12-15,2609.9448387096772
2012-12-16,2607.9051612903227
2012-12-17,2605.8654838709676
2012-12-18,2603.825806451613
2012-12-19,2601.786129032258
2012-12-20,2599.746451612903
2012-12-21,2597.7067741935484
2012-12-22,2595.6670967741934
2012-12-23,2593.627419354839
2012-12-24,2591.587741935484
2012-12-25,2589.5480645161288
2012-12-26,2587.508387096774
2012-12-27,2585.468709677419
2012-12-28,2583.4290322580646
2012-12-29,2581.3893548387096
2012-12-30,2579.349677419355
2012-12-31,2577.31
2013-01-01,2580.9074193548386
2013-01-02,2584.504838709677
2013-01-03,2588.1022580645163
2013-01-04,2591.699677419355
2013-01-05,2595.2970967741935
2013-01-06,2598.894516129032
2013-01-07,2602.4919354838707
2013-01-08,2606.08935483871
2013-01-09,2609.6867741935484
2013-01-10,2613.284193548387
2013-01-11,2616.8816129032257
2013-01-12,2620.4790322580643
2013-01-13,2624.0764516129034
2013-01-14,2627.673870967742
2013-01-15,2631.2712903225806
2013-01-16,2634.8687096774192
2013-01-17,2638.466129032258
2013-01-18,2642.0635483870965
2013-01-19,2645.6609677419356
2013-01-20,2649.258387096774
2013-01-21,2652.855806451613
2013-01-22,2656.4532258064514
2013-01-23,2660.05064516129
2013-01-24,2663.648064516129
2013-01-25,2667.2454838709677
2013-01-26,2670.8429032258064
2013-01-27,2674.440322580645
2013-01-28,2678.0377419354836
2013-01-29,2681.6351612903227
2013-01-30,2685.2325806451613
2013-01-31,2688.83
2013-02-01,2694.5464285714284
2013-02-02,2700.2628571428572
2013-02-03,2705.9792857142857
2013-02-04,2711.695714285714
2013-02-05,2717.412142857143
2013-02-06,2723.1285714285714
2013-02-07,2728.845
2013-02-08,2734.5614285714287
2013-02-09,2740.277857142857
2013-02-10,2745.9942857142855
2013-02-11,2751.7107142857144
2013-02-12,2757.427142857143
2013-02-13,2763.1435714285712
2013-02-14,2768.8599999999997
2013-02-15,2774.5764285714286
2013-02-16,2780.292857142857
2013-02-17,2786.0092857142854
2013-02-18,2791.7257142857143
2013-02-19,2797.4421428571427
2013-02-20,2803.158571428571
2013-02-21,2808.875
2013-02-22,2814.5914285714284
2013-02-23,2820.307857142857
2013-02-24,2826.0242857142857
2013-02-25,2831.740714285714
2013-02-26,2837.4571428571426
2013-02-27,2843.1735714285714
2013-02-28,2848.89
2013-03-01,2846.396451612903
2013-03-02,2843.9029032258063
2013-03-03,2841.4093548387095
2013-03-04,2838.9158064516128
2013-03-05,2836.422258064516
2013-03-06,2833.928709677419
2013-03-07,2831.4351612903224
2013-03-08,2828.9416129032256
2013-03-09,2826.448064516129
2013-03-10,2823.954516129032
2013-03-11,2821.4609677419353
2013-03-12,2818.9674193548385
2013-03-13,2816.4738709677417
2013-03-14,2813.980322580645
2013-03-15,2811.486774193548
2013-03-16,2808.993225806452
2013-03-17,2806.499677419355
2013-03-18,2804.0061290322583
2013-03-19,2801.5125806451615
2013-03-20,2799.0190322580647
2013-03-21,2796.525483870968
2013-03-22,2794.031935483871
2013-03-23,2791.5383870967744
2013-03-24,2789.0448387096776
2013-03-25,2786.551290322581
2013-03-26,2784.057741935484
2013-03-27,2781.5641935483873
2013-03-28,2779.0706451612905
2013-03-29,2776.5770967741937
